id,product_name,price,quantity,expiration_date,category,manufacturer,stock_symbol,location,is_available,purchase_date
739,Mushrooms - Honey,78.57,780,3/30/2023,beverages,Thoughtbeat,TCO,12th Floor,true,4/26/2023
740,Eggplant - Regular,99.03,242,8/6/2022,household,Ntags,BIOP,Room 539,false,3/14/2022
741,Plaintain,91.92,339,3/10/2023,beverages,Chatterpoint,IBUY,19th Floor,true,5/3/2023
742,"7up Diet, 355 Ml",60.13,516,11/5/2022,household,Browsecat,INCY,Room 196,false,8/1/2022
743,"Potatoes - Instant, Mashed",16.88,546,8/6/2023,household,Realmix,NTIC,Room 773,true,4/17/2022
744,Bar Energy Chocchip,82.99,919,2/19/2022,beverages,Pixope,JCOM,Apt 66,true,12/30/2023
745,Scallops - Live In Shell,29.11,110,7/24/2023,personal care,Tagpad,GFI,PO Box 49691,true,2/20/2022
746,Ecolab Silver Fusion,80.22,848,9/20/2023,beverages,Brightbean,KYN^F,Suite 97,false,1/6/2022
747,"Tart Shells - Savory, 4",79.9,331,11/8/2023,beverages,Tagopia,MPWR,1st Floor,false,11/1/2022
748,Mudslide,19.87,490,4/19/2022,beverages,Ntag,WIT,4th Floor,false,7/1/2023
749,"Lemonade - Kiwi, 591 Ml",34.5,441,12/14/2023,household,Trilith,ALLT,Apt 587,true,11/8/2022
750,Pepper - Orange,80.07,872,10/23/2023,household,Izio,BHAC,PO Box 44369,true,1/23/2022
751,"Rice Pilaf, Dry,package",24.18,792,5/17/2023,household,Youspan,SPG,2nd Floor,true,3/20/2023
752,Cut Wakame - Hanawakaba,23.94,79,2/5/2023,household,Skalith,CVS,17th Floor,true,12/20/2022
753,Beef - Ground Medium,33.57,279,1/12/2023,household,DabZ,KTOV,Suite 29,true,3/23/2023
754,Pepper - Green,65.3,963,7/3/2022,personal care,Kwilith,ZYME,Room 804,true,2/13/2022
755,Juice - Apple Cider,7.97,962,1/18/2022,household,Thoughtsphere,NCR,Apt 280,false,2/17/2022
756,Mushroom - White Button,79.88,824,10/23/2023,food,Skipstorm,SMP,Apt 1511,true,3/14/2023
757,"Ham - Smoked, Bone - In",52.3,918,3/21/2023,food,Gigazoom,CAKE,Suite 10,false,10/13/2023
758,Juice Peach Nectar,99.89,359,1/8/2022,food,Thoughtbridge,PES,Suite 49,false,8/30/2023
759,Veal - Provimi Inside,44.21,674,9/5/2023,household,Vidoo,JDD,PO Box 31383,true,4/11/2023
760,Gloves - Goldtouch Disposable,23.34,724,9/2/2023,household,Fivespan,PYT,Suite 79,false,5/3/2023
761,"Bread - Bagels, Plain",52.71,755,5/26/2023,household,Skyndu,POWI,6th Floor,false,1/26/2022
762,Cleaner - Bleach,70.85,930,4/3/2022,household,Ooba,NSYS,PO Box 9398,false,9/28/2023
763,Carbonated Water - Orange,63.43,925,3/13/2022,household,Dynava,AMNB,Suite 31,true,6/22/2022
764,Milk - Condensed,85.14,861,6/18/2022,food,Linktype,TUSA,Suite 42,false,12/2/2022
765,Wine - Valpolicella Masi,63.11,909,9/29/2023,food,Meedoo,QQQ,PO Box 3307,true,12/29/2023
766,Pail With Metal Handle 16l White,98.96,14,1/21/2023,household,Lazz,FC,PO Box 85040,false,3/21/2023
767,Yukon Jack,8.75,306,3/29/2023,household,Voomm,EFC,Room 1650,false,12/13/2022
768,Green Scrubbie Pad H.duty,73.49,976,7/26/2023,food,Tagchat,BSTC,PO Box 23275,true,8/20/2022
769,Cheese - Grie Des Champ,30.17,837,10/11/2023,food,Pixoboo,JCS,Suite 57,true,11/28/2023
770,Dried Apple,64.46,180,11/10/2022,personal care,Digitube,SHG,10th Floor,false,10/7/2022
771,Apple - Granny Smith,82.57,710,7/27/2022,personal care,Midel,TECH,PO Box 51330,false,5/8/2022
772,Meldea Green Tea Liquor,68.31,504,11/1/2022,household,Geba,DGLD,Apt 645,false,7/8/2023
773,Pepper - Sorrano,17.89,58,7/21/2023,food,Rhynyx,OXY,Apt 415,false,5/8/2023
774,Huck White Towels,70.6,706,8/3/2022,household,Yabox,NSIT,Room 1174,true,6/21/2023
775,Chinese Foods - Chicken Wing,80.14,552,5/23/2023,personal care,Gabvine,ZF,11th Floor,false,4/2/2022
776,Muffin - Carrot Individual Wrap,27.79,95,10/4/2022,food,Gabtype,KAP,Suite 52,true,9/19/2022
777,Langers - Mango Nectar,66.98,432,9/26/2022,personal care,Meevee,LMOS,Apt 681,false,7/3/2022
778,Sauce Bbq Smokey,18.95,29,10/12/2022,personal care,Pixonyx,full_name,PO Box 87374,false,8/9/2023
779,Bread - Bistro White,4.0,935,5/15/2023,food,Tagcat,EFSC,PO Box 52955,true,5/26/2022
780,Gherkin - Sour,90.48,887,7/24/2022,personal care,Kayveo,IRCP,Room 446,true,1/21/2023
781,Vanilla Beans,67.0,531,5/11/2022,household,Jaxworks,OVAS,PO Box 76824,true,5/14/2023
782,"Club Soda - Schweppes, 355 Ml",2.93,981,9/7/2023,household,Zoovu,SF,Suite 66,false,5/5/2023
783,"7up Diet, 355 Ml",15.73,727,4/22/2023,household,Tagtune,APO,PO Box 67975,true,10/20/2022
784,Wine - Baron De Rothschild,9.63,580,9/25/2022,personal care,Fivechat,BLH,Apt 1097,true,7/7/2022
785,Potatoes - Peeled,9.52,417,11/13/2022,beverages,Nlounge,OFS,2nd Floor,false,12/26/2023
786,Beer - Fruli,6.93,374,3/20/2022,food,Photobug,MMC,Suite 30,true,4/28/2022
787,Scrubbie - Scotchbrite Hand Pad,39.09,458,9/1/2023,personal care,Izio,KR,PO Box 25092,true,3/9/2022
788,"Capon - Breast, Wing On",25.2,50,7/9/2022,beverages,Yakidoo,INSW,Room 1382,true,12/8/2023
789,Tequila Rose Cream Liquor,51.45,954,5/7/2023,beverages,Katz,PPHMP,PO Box 23419,true,9/15/2022
790,Tamarillo,62.68,563,9/5/2022,household,Agivu,NYMT,Apt 805,false,1/25/2022
791,Chivas Regal - 12 Year Old,20.53,148,11/4/2023,beverages,Livetube,SAVE,Room 1010,false,9/27/2022
792,Lamb - Bones,16.36,813,5/14/2023,beverages,Bubblemix,IFV,PO Box 15075,false,12/5/2023
793,"Noodles - Cellophane, Thin",52.44,665,6/16/2023,personal care,Browsetype,BBT^G,Suite 44,false,3/2/2022
794,Bread Sour Rolls,39.07,844,11/13/2023,beverages,Jabbertype,KWEB,PO Box 24664,false,10/12/2022
795,Mortadella,39.55,350,3/19/2022,personal care,Babblestorm,JELD,Room 1399,true,8/8/2022
796,Cinnamon Rolls,73.65,452,10/25/2023,food,Mycat,FSD,Suite 79,true,1/17/2022
797,Horseradish - Prepared,44.75,248,6/30/2022,personal care,Voonder,LINU,Apt 437,true,10/23/2022
798,Ice Cream - Chocolate,7.98,99,3/26/2022,food,Meembee,WOOD,Room 526,false,8/17/2022
799,Wine - Sauvignon Blanc Oyster,70.27,79,6/9/2023,food,Voonder,QURE,Suite 53,true,3/17/2023
800,"Nut - Peanut, Roasted",63.41,207,8/13/2022,beverages,Tambee,PXLW,Room 1329,true,8/31/2022
801,Corn - Mini,37.47,10,3/12/2023,personal care,Dynabox,MCRI,10th Floor,false,1/6/2023
802,"Water - Mineral, Carbonated",85.25,527,3/4/2022,household,Rhyloo,YUM,Room 1754,true,12/21/2023
803,Higashimaru Usukuchi Soy,60.22,293,4/15/2023,household,Brainsphere,EXC,Room 588,false,4/25/2022
804,Cucumber - English,27.86,253,2/17/2022,personal care,Realmix,VHI,3rd Floor,true,3/5/2023
805,"Orange - Canned, Mandarin",8.08,573,8/14/2023,food,Jabberstorm,OIIM,PO Box 70445,false,1/7/2023
806,Crackers - Water,74.39,40,12/4/2023,beverages,Jayo,ASX,Apt 1357,true,11/22/2022
807,"Wine - Red, Gamay Noir",40.58,540,5/29/2023,household,Wordify,CYAN,3rd Floor,true,7/13/2022
808,Rabbit - Whole,62.59,445,12/12/2023,household,Jaxworks,ACV,2nd Floor,false,8/22/2023
809,Tea - Honey Green Tea,26.04,384,2/20/2023,personal care,Devpulse,TNP^E,Apt 1239,true,6/17/2023
810,Bread Crumbs - Japanese Style,47.18,564,12/16/2023,personal care,Roombo,MTR,Room 1397,true,6/13/2022
811,Macaroons - Homestyle Two Bit,52.63,627,4/21/2022,beverages,Topicblab,MWA,Suite 16,false,7/15/2022
812,Triple Sec - Mcguinness,41.0,933,1/4/2022,household,Youopia,JGH,Room 1586,false,3/8/2023
813,Cake - Cake Sheet Macaroon,82.52,600,11/24/2022,personal care,DabZ,FNK,Apt 1437,false,7/31/2023
814,"Mushrooms - Black, Dried",12.4,638,1/29/2023,beverages,Yadel,ARNC^B,Room 1084,true,12/16/2023
815,"Soup - Campbells, Chix Gumbo",16.79,311,8/15/2023,personal care,Realcube,ZYNE,PO Box 39207,true,4/6/2023
816,"Cheese - Brie, Triple Creme",14.57,482,11/22/2023,personal care,Zoombox,GLBR,Apt 1840,false,7/30/2023
817,Green Tea Refresher,27.67,519,9/24/2023,food,Skippad,ABRN,Apt 1076,false,4/18/2023
818,"Turkey - Whole, Fresh",93.55,966,6/10/2022,household,Gigashots,NUO,PO Box 3441,true,2/11/2023
819,Bread - Italian Corn Meal Poly,93.15,260,7/16/2022,food,Wordware,CNIT,20th Floor,true,6/27/2023
820,"Soup - Campbells, Lentil",43.84,655,8/21/2022,personal care,Skilith,EFOI,13th Floor,true,5/17/2022
821,Soup - Tomato Mush. Florentine,43.18,773,6/28/2022,personal care,Skyba,NGHCZ,Suite 96,true,11/9/2022
822,Shrimp - Tiger 21/25,48.1,614,6/25/2023,personal care,Jetpulse,PCTY,PO Box 54754,true,7/26/2023
823,Pork - Kidney,82.1,174,2/6/2022,beverages,Feedfire,AGU,PO Box 52761,false,9/1/2022
824,Green Tea Refresher,5.81,467,10/3/2023,beverages,Photobug,DTQ,PO Box 17713,false,10/1/2022
825,"Pork - Loin, Center Cut",77.14,36,10/2/2022,household,Viva,SRV,Apt 669,true,3/12/2022
826,Chocolate Bar - Reese Pieces,94.58,122,12/18/2023,personal care,Skipstorm,ALDW,Room 1989,true,1/27/2022
827,Lemon Tarts,59.6,204,3/29/2023,personal care,Zoomzone,CLNS^F.CL,1st Floor,true,11/29/2023
828,Juice - Apple Cider,71.82,500,1/27/2022,personal care,Wikido,WTTR,Apt 1746,false,2/8/2022
829,Bagels Poppyseed,80.25,419,5/10/2022,food,Babblestorm,MHD,7th Floor,false,1/13/2023
830,"Wine - Red, Concha Y Toro",94.2,183,7/28/2022,beverages,Yodel,SNY,Room 1577,true,9/30/2023
831,Wine - Cabernet Sauvignon,93.0,164,7/31/2022,personal care,Brainverse,WTI,9th Floor,false,9/8/2022
832,"Soup - Campbells, Classic Chix",33.96,352,4/16/2022,personal care,Zazio,ACM,Suite 77,false,7/16/2023
833,Chicken - Whole Fryers,78.58,632,7/31/2022,personal care,Tagopia,GPIA,PO Box 31156,false,10/24/2022
834,Beef - Texas Style Burger,22.56,746,9/27/2023,personal care,Flashset,MPACU,Suite 39,false,3/19/2023
835,Bread - Bistro Sour,12.62,124,10/1/2023,household,Blogspan,WIN,Room 1955,false,4/27/2022
836,Vinegar - Cider,95.59,690,5/10/2023,beverages,Cogilith,TISA,14th Floor,false,8/1/2022
837,"Lid - 10,12,16 Oz",89.13,761,3/15/2023,beverages,Rhyzio,PFO,4th Floor,false,8/29/2023
838,Pork Loin Bine - In Frenched,62.34,288,3/12/2023,personal care,Jayo,FV,PO Box 86489,true,4/16/2023
839,Bread - English Muffin,50.22,859,5/5/2022,personal care,Browsedrive,FINX,PO Box 16031,true,3/23/2023
840,Wine - Chablis J Moreau Et Fils,51.07,856,5/14/2023,beverages,Photospace,HTBX,PO Box 11690,false,8/4/2023
841,Sugar - Icing,62.79,808,1/29/2022,food,Demivee,FLS,Apt 1917,true,11/18/2022
842,Wine - Merlot Vina Carmen,96.03,647,4/11/2023,beverages,Quimba,LCUT,PO Box 92072,false,7/25/2022
843,Sauce - Marinara,96.94,758,12/13/2023,household,Voonyx,PRXL,20th Floor,true,8/6/2023
844,Spice - Montreal Steak Spice,80.42,5,8/30/2023,beverages,Photolist,FNK,Room 1443,true,7/30/2022
845,Longos - Greek Salad,67.15,857,5/13/2022,food,Chatterpoint,CHCT,Apt 1740,false,3/7/2023
846,Coffee - Espresso,30.29,478,3/8/2023,household,Photobug,BKU,Room 42,false,4/24/2023
847,Gatorade - Orange,51.53,718,11/26/2023,beverages,Jabberbean,GRAM,Suite 97,true,7/25/2022
848,Beer - Blue Light,61.95,702,9/18/2022,food,Dabtype,IBKCO,Suite 88,true,11/10/2023
849,Lettuce - Iceberg,29.46,739,6/29/2023,food,Agivu,SONA,PO Box 12005,false,1/3/2022
850,Bread - French Baquette,10.63,124,7/21/2022,personal care,Feedfish,ORBK,Suite 96,true,4/11/2023
851,"Coke - Classic, 355 Ml",40.17,676,6/11/2022,household,Mymm,NTEST.C,Apt 1458,false,9/13/2023
852,Sobe - Green Tea,64.08,760,9/7/2022,household,Babbleblab,OSG,PO Box 60934,true,6/4/2022
853,Yogurt - Plain,24.85,291,6/13/2023,household,Buzzshare,SPEX,9th Floor,true,10/1/2023
854,"Pepper - White, Whole",79.78,691,6/20/2022,household,Janyx,PFS,Suite 52,false,11/27/2023
855,Sauce - Demi Glace,32.92,344,4/7/2023,beverages,Flashpoint,RKDA,Apt 1025,false,12/24/2022
856,Cake - Night And Day Choclate,21.41,132,6/15/2023,food,Yoveo,INN^D,PO Box 36102,false,2/5/2023
857,Lettuce - Lambs Mash,92.88,82,5/19/2023,food,Oyoba,PNNT,Apt 773,false,9/7/2023
858,Table Cloth 62x120 White,96.32,436,10/30/2022,food,Livetube,INSI,Suite 73,true,9/12/2022
859,Pear - Packum,25.38,900,5/28/2023,personal care,Yakijo,TCO^J,PO Box 26856,false,3/15/2022
860,Spice - Greek 1 Step,20.81,978,4/29/2022,beverages,Flipopia,CTAA,Apt 352,true,10/22/2023
861,Wine - Trimbach Pinot Blanc,44.28,737,11/8/2023,household,Voomm,TEAR,Suite 21,true,6/24/2023
862,Soupcontfoam16oz 116con,40.28,818,2/8/2023,beverages,Shuffletag,AEO,4th Floor,false,10/5/2023
863,Pastry - Butterscotch Baked,37.88,626,4/27/2022,personal care,Jamia,SSBI,Suite 52,false,2/1/2023
864,Nacho Chips,70.79,436,1/24/2022,beverages,Realcube,NBTB,Room 430,false,4/1/2022
865,Langers - Cranberry Cocktail,95.3,85,3/30/2023,household,Feedbug,IEP,Room 1756,true,11/20/2022
866,Coffee Swiss Choc Almond,28.58,375,10/21/2022,beverages,Skidoo,BKS,Apt 1237,false,5/17/2022
867,"Beef - Chuck, Boneless",92.47,233,12/4/2022,personal care,Shufflester,ABAC,Room 769,false,8/18/2023
868,"Flour - Bran, Red",92.31,682,2/25/2022,personal care,Dynabox,BPFHP,Room 1578,true,3/13/2022
869,Carrots - Mini Red Organic,78.98,209,2/5/2022,food,Zoonder,VDTH,Room 1729,false,7/11/2022
870,Wine - Prosecco Valdobienne,21.7,849,6/23/2022,beverages,Mydeo,GERN,Room 1776,false,3/17/2022
871,"Mop Head - Cotton, 24 Oz",47.16,347,12/7/2022,beverages,Edgepulse,CALM,PO Box 67591,true,1/1/2022
872,Muffin - Mix - Bran And Maple 15l,41.01,663,12/23/2023,personal care,Mybuzz,FRC^H,15th Floor,true,5/12/2022
873,"Yogurt - Peach, 175 Gr",91.4,977,8/29/2023,personal care,Buzzshare,LII,Apt 1491,false,11/3/2022
874,Tomatoes - Heirloom,76.98,507,1/14/2023,household,Youbridge,NEE^Q,Suite 97,true,10/2/2022
875,Bagelers - Cinn / Brown Sugar,62.6,906,8/6/2023,beverages,Skinte,GLDI,5th Floor,true,1/3/2023
876,Parsnip,63.01,230,8/31/2022,household,Kimia,MMDMW,Apt 704,true,5/31/2022
877,Melon - Watermelon Yellow,3.89,662,3/16/2022,beverages,Skivee,CTRP,Apt 1779,false,11/19/2022
878,Chevere Logs,57.0,77,6/6/2023,personal care,Katz,CMCM,Room 1912,false,6/4/2023
879,Mahi Mahi,93.07,716,12/1/2022,household,Viva,ATLC,Room 171,false,11/10/2023
880,Pork - Smoked Kassler,31.26,273,10/7/2022,beverages,Youfeed,POWL,PO Box 87164,false,4/10/2023
881,Oranges,39.23,4,7/14/2022,beverages,Quaxo,TDA,Suite 42,true,4/5/2022
882,Squid - U 5,93.68,140,5/3/2022,household,Aimbo,GTYHU,Suite 97,false,9/15/2023
883,Myers Planters Punch,23.56,964,12/9/2022,food,Abata,CYAD,PO Box 5706,false,3/28/2023
884,Wine - Carmenere Casillero Del,27.93,200,10/29/2022,food,Trudeo,IMMU,Apt 1296,true,6/8/2022
885,"Fish - Soup Base, Bouillon",75.96,333,7/2/2022,personal care,Omba,AIV^A,7th Floor,false,9/1/2022
886,Water - Evian 355 Ml,95.25,417,7/28/2022,beverages,Minyx,NMI,Apt 919,true,9/9/2023
887,Tart - Raisin And Pecan,30.47,817,7/29/2023,beverages,Twinder,CLSN,Apt 454,true,2/6/2022
888,Cheese - Pied De Vents,36.62,872,2/10/2022,food,Browsebug,L,Apt 995,false,5/16/2022
889,Plums - Red,19.9,807,1/4/2023,household,Mynte,PRMW,Apt 553,true,6/26/2023
890,"Salmon - Atlantic, Skin On",9.55,773,10/2/2022,food,Photojam,BGR,PO Box 43723,false,12/9/2023
891,Cookies - Assorted,70.84,658,12/21/2023,beverages,Kimia,UNFI,Room 1494,false,12/3/2023
892,Fudge - Chocolate Fudge,35.23,898,3/19/2023,personal care,Skinix,AQB,Room 1705,true,12/4/2022
893,"Turkey - Breast, Smoked",34.11,449,1/27/2023,personal care,Wikizz,TECD,PO Box 16760,false,8/8/2022
894,Chocolate Eclairs,29.95,764,3/15/2022,food,Thoughtstorm,BSFT,20th Floor,true,11/1/2023
895,Wine - Vovray Sec Domaine Huet,51.02,726,6/15/2022,beverages,Realpoint,UCP,Room 1628,true,11/12/2022
896,Coffee - Egg Nog Capuccino,68.03,822,2/24/2023,personal care,Youfeed,HD,11th Floor,true,5/14/2022
897,Island Oasis - Peach Daiquiri,11.76,555,9/21/2022,household,Yambee,FMI,Room 1875,true,2/7/2022
898,Mustard - Individual Pkg,80.58,45,4/10/2022,personal care,Bubbletube,CMCSA,Room 1247,true,1/26/2022
899,External Supplier,64.42,930,2/13/2022,personal care,Jaxnation,FCFP,Room 737,true,7/31/2022
900,Trout - Smoked,78.52,671,12/27/2022,household,Browsezoom,RPXC,PO Box 57395,true,2/4/2022
901,"Wine - Red, Colio Cabernet",99.31,869,4/19/2022,food,Bluezoom,RTNB,Room 1376,true,9/3/2023
902,Bar Bran Honey Nut,69.75,15,8/16/2022,personal care,Babblestorm,CA,Room 295,true,8/24/2023
903,Paper - Brown Paper Mini Cups,81.54,65,9/5/2022,personal care,Shufflester,PTEN,PO Box 5752,false,11/28/2023
904,Mushroom - Lg - Cello,57.81,558,10/20/2022,personal care,Meevee,FE,Suite 12,true,4/14/2023
905,Beef - Texas Style Burger,98.11,925,2/10/2022,beverages,Oba,TOL,Suite 4,true,2/19/2023
906,"Apple - Delicious, Red",69.64,38,2/20/2023,personal care,Flashpoint,SNCR,Room 1274,false,3/19/2022
907,Tarts Assorted,30.44,727,6/21/2023,food,Divape,GABC,Room 896,true,8/7/2022
908,Lamb Tenderloin Nz Fr,87.01,548,10/27/2022,personal care,Tazz,EGHT,Suite 18,true,5/23/2022
909,Bread - Raisin,98.12,625,12/27/2022,food,Bluejam,BML^H,10th Floor,true,9/16/2023
910,Dome Lid Clear P92008h,35.88,332,4/12/2023,household,Skiba,CNSL,5th Floor,false,12/3/2023
911,Wine - Maipo Valle Cabernet,70.83,6,8/8/2023,personal care,Viva,FTR,Room 505,false,12/10/2023
912,Baking Soda,68.57,974,3/16/2023,household,Kwimbee,SMMT,Room 518,false,6/29/2022
913,Pastry - Choclate Baked,90.3,560,3/14/2022,beverages,Linkbuzz,ZNH,Room 1153,true,5/27/2022
914,Sausage - Meat,80.41,540,4/15/2022,food,Babbleopia,ESE,Suite 74,true,3/29/2023
915,Cheese - Perron Cheddar,73.56,413,1/11/2023,household,Minyx,EFAS,PO Box 90528,true,5/21/2023
916,"Beans - Turtle, Black, Dry",53.97,598,8/13/2023,food,Browsetype,ADOM,PO Box 38334,false,8/6/2022
917,Gatorade - Fruit Punch,81.12,340,4/16/2022,personal care,Yodo,XBIT,4th Floor,true,5/25/2023
918,"Capon - Breast, Double, Wing On",68.72,888,6/24/2022,household,Jaxspan,HPE,Suite 64,false,7/8/2023
919,Soup - Campbellschix Stew,26.08,89,5/19/2023,household,Youspan,PML,10th Floor,true,9/13/2023
920,Wine - Cabernet Sauvignon,63.41,376,12/13/2023,personal care,Aimbo,MTGEP,Apt 1513,true,5/23/2022
921,Pears - Bartlett,7.58,594,10/26/2022,food,Camimbo,SWFT,15th Floor,false,10/14/2022
922,Monkfish - Fresh,36.23,299,11/28/2023,household,Topdrive,PE,Suite 21,true,10/23/2023
923,Beef - Tenderloin,53.95,449,7/4/2023,food,Gabtype,VREX,Apt 1975,true,6/5/2022
924,Jam - Apricot,38.52,82,7/11/2023,personal care,Dynabox,DYNC,5th Floor,false,7/19/2023
925,"Soup - Knorr, Chicken Gumbo",28.77,218,12/20/2023,beverages,Quimba,ONS,10th Floor,false,10/19/2022
926,Salmon - Sockeye Raw,88.5,746,2/24/2022,personal care,Devify,NMT,Suite 70,false,7/3/2023
927,Mushroom - Portebello,82.96,72,2/23/2022,beverages,Lazzy,JKHY,Apt 914,false,6/12/2022
928,Strawberries,77.67,347,3/21/2023,beverages,Gabvine,BX,Suite 5,true,5/25/2022
929,"Lentils - Red, Dry",52.95,269,6/14/2023,food,Centimia,AAOI,PO Box 41738,false,1/14/2022
930,Wine - Valpolicella Masi,67.27,960,1/15/2022,household,Babblestorm,KAI,Room 1613,false,8/10/2022
931,"Oil - Food, Lacquer Spray",83.57,322,10/23/2022,personal care,Skynoodle,JSYN,Room 1947,false,12/22/2022
932,Container - Clear 32 Oz,7.0,192,10/13/2023,household,Demivee,FRBA,PO Box 5302,false,3/31/2022
933,Oil - Pumpkinseed,59.12,123,8/15/2022,household,Gigabox,DFS^B,Apt 1041,true,3/16/2022
934,Sage - Ground,88.08,601,11/14/2022,personal care,Blogpad,DUKH,PO Box 33746,false,1/7/2023
935,Numi - Assorted Teas,1.27,642,9/22/2023,food,Fivebridge,ZN,Room 1866,true,3/29/2023
936,Wine - Pinot Noir Mondavi Coastal,48.94,315,3/9/2022,beverages,Dabfeed,MFINL,Suite 43,false,4/5/2023
937,Jicama,55.34,475,1/16/2023,beverages,Pixonyx,PCRX,11th Floor,false,6/27/2022
938,Fiddlehead - Frozen,2.8,51,10/31/2022,personal care,Skinder,LQDT,Apt 1543,true,2/14/2023
939,Latex Rubber Gloves Size 9,95.75,478,6/17/2023,beverages,Gigazoom,NBHC,PO Box 56537,true,5/12/2023
940,"Wine - Red, Mouton Cadet",39.47,881,10/25/2023,household,Fatz,QNST,PO Box 70835,false,2/9/2023
941,Muffin Carrot - Individual,96.89,976,6/1/2022,beverages,Dabshots,OHGI,20th Floor,false,2/5/2022
942,Steel Wool S.o.s,45.81,96,5/25/2022,beverages,Yata,BLCM,Room 1291,true,11/1/2022
943,Kolrabi,13.05,545,3/20/2022,beverages,Skyndu,EGF,Room 87,false,7/3/2022
944,Soup - Campbells,15.73,829,10/16/2022,personal care,Meembee,BOFIL,Suite 36,false,7/14/2022
945,Plasticforkblack,42.31,53,12/12/2022,beverages,Jamia,TAHO,Apt 680,true,7/10/2023
946,Bouillion - Fish,45.01,55,8/17/2022,beverages,Pixope,GRID,Suite 55,true,9/3/2022
947,Haggis,92.54,338,8/10/2022,food,Edgetag,MSTR,Room 1424,false,12/21/2023
948,Tomato - Plum With Basil,50.48,356,2/15/2023,household,Zoonoodle,CRR,Apt 440,false,3/5/2022
949,"Soup - Campbells, Beef Barley",90.26,1,7/12/2022,food,Twitterwire,TYL,Apt 729,true,2/24/2022
950,Thyme - Dried,93.49,975,2/3/2023,beverages,Photobug,AVGR,10th Floor,true,2/1/2022
951,Wine - Ruffino Chianti Classico,11.1,772,8/24/2023,household,Skivee,EVK,PO Box 30459,true,6/25/2022
952,Muffin Chocolate Individual Wrap,64.1,789,10/2/2022,beverages,Innojam,GYC,17th Floor,true,11/11/2023
953,Sesame Seed,53.51,950,3/2/2023,food,Realcube,GBDC,4th Floor,false,1/2/2023
954,"Rum - Dark, Bacardi, Black",77.52,866,12/17/2022,beverages,Buzzdog,TXRH,PO Box 35041,true,12/16/2022
955,"Wine - Red, Black Opal Shiraz",54.1,942,5/24/2023,household,Babbleopia,WVVIP,Apt 427,false,9/15/2023
956,Wine - Wyndham Estate Bin 777,81.61,894,3/24/2023,personal care,Browsebug,MTG,Apt 286,false,11/21/2023
957,Jameson Irish Whiskey,7.15,873,12/8/2023,beverages,Mydeo,CYRN,Apt 1278,false,6/12/2023
958,"Beans - Turtle, Black, Dry",13.72,511,5/25/2023,food,Jayo,SB^C,PO Box 13357,true,3/15/2022
959,Kellogs Raisan Bran Bars,36.05,44,3/7/2022,household,Voonder,JW.A,Suite 35,true,11/15/2022
960,Chambord Royal,16.51,250,4/14/2023,food,Gabspot,ACOR,17th Floor,true,7/30/2023
961,Onions - Vidalia,76.23,698,8/10/2022,food,Zoozzy,AMCX,Apt 1527,false,7/13/2022
962,Chips - Miss Vickies,45.63,647,8/18/2023,household,Trilith,BRK.B,Apt 1984,false,6/11/2023
963,Broccoli - Fresh,4.67,920,12/1/2023,household,Youspan,ABAX,PO Box 65308,false,3/6/2022
964,Flower - Dish Garden,3.9,959,7/28/2022,personal care,Podcat,CZFC,Room 524,true,2/2/2022
965,Bar Mix - Lemon,73.21,582,12/30/2023,personal care,Devcast,FRME,PO Box 1276,false,4/21/2022
966,"Mushroom - Chanterelle, Dry",13.22,282,3/7/2022,food,Lazzy,SB^D,Room 1459,true,7/28/2022
967,"Apple - Delicious, Golden",52.59,187,4/2/2023,food,Innojam,GS^A,Room 299,true,12/1/2023
968,"Coke - Diet, 355 Ml",3.41,448,5/19/2023,personal care,Yakitri,HBM,Apt 1167,true,7/16/2023
969,Cheese Cloth No 100,98.39,817,8/20/2023,beverages,Voonyx,SGBX,5th Floor,true,11/14/2023
970,Versatainer Nc - 9388,25.21,527,4/12/2022,personal care,Tavu,MUA,Suite 56,true,9/22/2022
971,Cookie - Oatmeal,79.51,503,4/24/2022,household,Browsebug,CPSS,PO Box 24670,false,8/14/2023
972,Sea Urchin,7.18,150,1/4/2023,beverages,Shuffledrive,CSB,PO Box 78150,true,11/8/2023
973,Cheese - Taleggio D.o.p.,51.67,424,11/21/2023,beverages,Roombo,MBSD,Suite 4,false,2/19/2023
974,Loquat,21.32,395,11/29/2022,household,Eazzy,TOUR,1st Floor,false,7/1/2022
975,Tequila - Sauza Silver,88.01,347,8/13/2023,food,Yombu,SITO,Suite 54,true,11/15/2022
976,Pumpkin,80.04,738,4/18/2023,household,Dazzlesphere,IOSP,Apt 762,true,6/14/2022
977,"Pork - Loin, Center Cut",15.89,486,3/23/2022,personal care,Kwinu,KKR^B,Room 1990,false,6/23/2022
978,Rice Wine - Aji Mirin,29.85,984,5/24/2023,beverages,Rhynyx,XRAY,PO Box 25134,true,1/10/2023
979,Table Cloth 62x120 White,66.69,82,10/29/2022,food,Katz,FBC,Room 906,true,3/13/2022
980,Basil - Seedlings Cookstown,99.4,893,2/10/2022,household,Zoombox,MICTW,PO Box 43730,true,11/14/2022
981,"Napkin - Cocktail,beige 2 - Ply",67.98,625,11/23/2023,household,Buzzshare,BBT^H,Suite 50,true,7/27/2022
982,"Pork - Bacon, Sliced",38.18,159,11/24/2023,food,Jazzy,STLRU,PO Box 14979,true,5/19/2023
983,Bread - Burger,8.5,265,8/8/2022,beverages,Wikibox,FRC^F,Room 1607,false,11/8/2022
